Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at Home
Patric Hornqvist, 3.3157894736842106, 3.130965593784684, 'NULL', 3.209251101321586
Givani Smith, 1.0841121495327102, 2.0, 'NULL', 1.0638297872340425
Spencer Knight, 0, 25.45614035087719, 27.545454545454547, 25.857142857142858
Eric Staal, 3.0029368575624082, 2.98, 3.083682008368201, 'NULL'
Marc Staal, 1.092896174863388, 1.054327808471455, 'NULL', 1.0261780104712042
Radko Gudas, 1.6656671664167917, 1.7425149700598803, 'NULL', 1.6896551724137931
Sergei Bobrovsky, 0, 26.895522388059703, 26.84433962264151, 27.45
Nick Cousins, 1.5275590551181102, 'NULL', 1.5106382978723405, 1.628352490421456
Anthony Duclair, 1.8949579831932772, 'NULL', 1.9508196721311475, 1.7341772151898733
Carter Verhaeghe, 2.284518828451883, 2.4594594594594597, 'NULL', 2.5486725663716814
Aleksander Barkov, 2.6317411402157167, 2.609090909090909, 'NULL', 2.8606811145510838
Aaron Ekblad, 2.537704918032787, 2.366336633663366, 'NULL', 2.673202614379085
Sam Reinhart, 2.2737896494156926, 2.4123711340206184, 'NULL', 2.3578595317725752
Sam Bennett, 2.1123388581952116, 2.036144578313253, 'NULL', 2.3656716417910446
Brandon Montour, 2.0865603644646926, 2.125, 'NULL', 2.041095890410959
Colin White, 0.875784190715182, 0.965034965034965, 'NULL', 0.7880299251870324
Ryan Lomberg, 1.4790419161676647, 'NULL', 1.6219512195121952, 1.3157894736842106
Matthew Tkachuk, 2.806060606060606, 2.8333333333333335, 'NULL', 2.869387755102041
Josh Mahura, 0.9864864864864865, 1.0273972602739727, 'NULL', 1.0476190476190477
Casey Fitzgerald, 0.8709677419354839, 0.7, 0.7333333333333333, 'NULL'
Eetu Luostarinen, 1.2030456852791878, 1.2755102040816326, 'NULL', 1.1176470588235294
Anton Lundell, 1.75, 2.016260162601626, 'NULL', 1.9384615384615385
Jaroslav Halak, 25.838541666666668, 27.73076923076923, 25.60576923076923, 25.8006993006993
Patrick Kane, 3.0, 3.4674657534246576, 3.3307626392459295, 3.2797927461139897
Chris Kreider, 2.094488188976378, 2.4080779944289694, 2.4054054054054053, 2.532967032967033
Vladimir Tarasenko, 3.339622641509434, 2.7142857142857144, 3.168181818181818, 3.253086419753086
Vincent Trocheck, 2.5787781350482315, 3.0, 2.278688524590164, 2.6107594936708862
Mika Zibanejad, 2.625, 3.25, 2.7308707124010554, 2.489795918367347
Barclay Goodrow, 0.9230769230769231, 1.2222222222222223, 1.2803347280334727, 1.1566265060240963
Jacob Trouba, 1.8303571428571428, 2.2033132530120483, 2.3703703703703702, 2.265432098765432
Jimmy Vesey, 0.6, 0.0, 0.42857142857142855, 1.0
Tyler Motte, 1.5126582278481013, 1.528301886792453, 1.5, 1.4938271604938271
Ben Harpur, 0.8235294117647058, 1.0, 0.9642857142857143, 0.7325581395348837
Igor Shesterkin, 27.318181818181817, 25.2, 27.66216216216216, 27.55952380952381
Artemi Panarin, 2.5634782608695654, 2.44, 2.734265734265734, 2.404040404040404
Niko Mikkola, 0.9032258064516129, 1.0, 0.7586206896551724, 0.948051948051948
Adam Fox, 1.9333333333333333, 2.045112781954887, 1.744186046511628, 1.8
Ryan Lindgren, 1.043824701195219, 1.088, 1.2666666666666666, 1.2432432432432432
Filip Chytil, 1.955128205128205, 2.135135135135135, 1.7868852459016393, 1.6666666666666667
K'Andre Miller, 0.9285714285714286, 1.2663316582914572, 1.0857142857142856, 1.34
Kaapo Kakko, 1.5714285714285714, 1.5625, 1.5555555555555556, 1.7
Braden Schneider, 0.8532110091743119, 0.5, 0.7142857142857143, 0.6140350877192983
Alexis Lafrenière, 0.8571428571428571, 1.4577114427860696, 1.6764705882352942, 1.263157894736842
